,Year,Month_Name,Date,State,Vehicle_Class,Vehicle_Category,Vehicle_Type,EV_Sales_Quantity,Month,Day,Sales_Rolling_3
19638,2017,mar,2017-03-01,Karnataka,HARVESTER,Others,Others,0,3,1,0.3333333333333333
19639,2017,mar,2017-03-01,Karnataka,HEARSES,Others,Others,0,3,1,0.3333333333333333
19640,2017,mar,2017-03-01,Karnataka,MAXI CAB,Others,Others,0,3,1,0.0
19641,2017,mar,2017-03-01,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,6,3,1,2.0
19642,2017,mar,2017-03-01,Karnataka,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0,3,1,2.0
19643,2017,mar,2017-03-01,Karnataka,MOBILE CLINIC,Others,Others,0,3,1,2.0
19644,2017,mar,2017-03-01,Karnataka,MOPED,2-Wheelers,2W_Personal,1,3,1,0.3333333333333333
19645,2017,mar,2017-03-01,Karnataka,MOTOR CAB,4-Wheelers,4W_Shared,18,3,1,6.333333333333333
19646,2017,mar,2017-03-01,Karnataka,MOTOR CAR,4-Wheelers,4W_Personal,33,3,1,17.333333333333332
19647,2017,mar,2017-03-01,Karnataka,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0,3,1,17.0
19648,2017,mar,2017-03-01,Karnataka,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0,3,1,11.0
19649,2017,mar,2017-03-01,Karnataka,OMNI BUS,Bus,Bus,0,3,1,0.0
19650,2017,mar,2017-03-01,Karnataka,OMNI BUS (PRIVATE USE),Bus,Bus,0,3,1,0.0
19651,2017,mar,2017-03-01,Karnataka,POWER TILLER (COMMERCIAL),Others,Others,0,3,1,0.0
19652,2017,mar,2017-03-01,Karnataka,PRIVATE SERVICE VEHICLE,Others,Others,0,3,1,0.0
19653,2017,mar,2017-03-01,Karnataka,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0,3,1,0.0
19654,2017,mar,2017-03-01,Karnataka,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,3,1,0.0
19655,2017,mar,2017-03-01,Karnataka,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,5,3,1,1.6666666666666667
19656,2017,mar,2017-03-01,Karnataka,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,0,3,1,1.6666666666666667
19657,2017,mar,2017-03-01,Karnataka,TRACTOR (COMMERCIAL),Others,Others,0,3,1,1.6666666666666667
19658,2017,mar,2017-03-01,Karnataka,TRAILER (AGRICULTURAL),Others,Others,3,3,1,1.0
19659,2017,mar,2017-03-01,Karnataka,TRAILER (COMMERCIAL),Others,Others,0,3,1,1.0
19660,2017,mar,2017-03-01,Karnataka,TRAILER FOR PERSONAL USE,Others,Others,0,3,1,1.0
19661,2017,mar,2017-03-01,Karnataka,VEHICLE FITTED WITH GENERATOR,Others,Others,0,3,1,0.0
19662,2017,mar,2017-03-01,Karnataka,VEHICLE FITTED WITH RIG,Others,Others,0,3,1,0.0
19663,2017,mar,2017-03-01,Kerala,ADAPTED VEHICLE,Others,Others,0,3,1,0.0
19664,2017,mar,2017-03-01,Kerala,AGRICULTURAL TRACTOR,Others,Others,0,3,1,0.0
19665,2017,mar,2017-03-01,Kerala,AMBULANCE,Others,Others,0,3,1,0.0
19666,2017,mar,2017-03-01,Kerala,ARTICULATED VEHICLE,Others,Others,0,3,1,0.0
19667,2017,mar,2017-03-01,Kerala,BREAKDOWN VAN,Others,Others,0,3,1,0.0
19668,2017,mar,2017-03-01,Kerala,BUS,Bus,Bus,0,3,1,0.0
19669,2017,mar,2017-03-01,Kerala,CASH VAN,Others,Others,0,3,1,0.0
19670,2017,mar,2017-03-01,Kerala,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,3,1,0.0
19671,2017,mar,2017-03-01,Kerala,CRANE MOUNTED VEHICLE,Others,Others,0,3,1,0.0
19672,2017,mar,2017-03-01,Kerala,EARTH MOVING EQUIPMENT,Others,Others,0,3,1,0.0
19673,2017,mar,2017-03-01,Kerala,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,3,1,0.0
19674,2017,mar,2017-03-01,Kerala,EXCAVATOR (NT),Others,Others,0,3,1,0.0
19675,2017,mar,2017-03-01,Kerala,FORK LIFT,Others,Others,0,3,1,0.0
19676,2017,mar,2017-03-01,Kerala,GOODS CARRIER,Others,Others,0,3,1,0.0
19677,2017,mar,2017-03-01,Kerala,LIBRARY VAN,Others,Others,0,3,1,0.0
19678,2017,mar,2017-03-01,Kerala,MAXI CAB,Others,Others,0,3,1,0.0
19679,2017,mar,2017-03-01,Kerala,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,3,1,0.0
19680,2017,mar,2017-03-01,Kerala,MOBILE CLINIC,Others,Others,0,3,1,0.0
19681,2017,mar,2017-03-01,Kerala,MOTOR CAB,4-Wheelers,4W_Shared,0,3,1,0.0
19682,2017,mar,2017-03-01,Kerala,MOTOR CAR,4-Wheelers,4W_Personal,6,3,1,2.0
19683,2017,mar,2017-03-01,Kerala,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0,3,1,2.0
19684,2017,mar,2017-03-01,Kerala,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0,3,1,2.0
19685,2017,mar,2017-03-01,Kerala,PRIVATE SERVICE VEHICLE,Others,Others,0,3,1,0.0
19686,2017,mar,2017-03-01,Kerala,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0,3,1,0.0
19687,2017,mar,2017-03-01,Kerala,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,3,1,0.0
19688,2017,mar,2017-03-01,Kerala,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,3,1,0.0
19689,2017,mar,2017-03-01,Kerala,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,0,3,1,0.0
19690,2017,mar,2017-03-01,Kerala,VEHICLE FITTED WITH COMPRESSOR,Others,Others,0,3,1,0.0
19691,2017,mar,2017-03-01,Ladakh,AGRICULTURAL TRACTOR,Others,Others,0,3,1,0.0
19692,2017,mar,2017-03-01,Ladakh,AMBULANCE,Others,Others,0,3,1,0.0
19693,2017,mar,2017-03-01,Ladakh,BUS,Bus,Bus,0,3,1,0.0
19694,2017,mar,2017-03-01,Ladakh,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,3,1,0.0
19695,2017,mar,2017-03-01,Ladakh,GOODS CARRIER,Others,Others,0,3,1,0.0
19696,2017,mar,2017-03-01,Ladakh,MAXI CAB,Others,Others,0,3,1,0.0
19697,2017,mar,2017-03-01,Ladakh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,3,1,0.0
19698,2017,mar,2017-03-01,Ladakh,MOTOR CAB,4-Wheelers,4W_Shared,0,3,1,0.0
19699,2017,mar,2017-03-01,Ladakh,MOTOR CAR,4-Wheelers,4W_Personal,0,3,1,0.0
19700,2017,mar,2017-03-01,Maharashtra,ADAPTED VEHICLE,Others,Others,0,3,1,0.0
19701,2017,mar,2017-03-01,Maharashtra,AGRICULTURAL TRACTOR,Others,Others,0,3,1,0.0
19702,2017,mar,2017-03-01,Maharashtra,AMBULANCE,Others,Others,0,3,1,0.0
19703,2017,mar,2017-03-01,Maharashtra,ARTICULATED VEHICLE,Others,Others,0,3,1,0.0
19704,2017,mar,2017-03-01,Maharashtra,BULLDOZER,Others,Others,0,3,1,0.0
19705,2017,mar,2017-03-01,Maharashtra,BUS,Bus,Bus,0,3,1,0.0
19706,2017,mar,2017-03-01,Maharashtra,CAMPER VAN / TRAILER,Others,Others,0,3,1,0.0
19707,2017,mar,2017-03-01,Maharashtra,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,3,1,0.0
19708,2017,mar,2017-03-01,Maharashtra,CRANE MOUNTED VEHICLE,Others,Others,0,3,1,0.0
19709,2017,mar,2017-03-01,Maharashtra,DUMPER,Others,Others,0,3,1,0.0
19710,2017,mar,2017-03-01,Maharashtra,EARTH MOVING EQUIPMENT,Others,Others,0,3,1,0.0
19711,2017,mar,2017-03-01,Maharashtra,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,3,1,0.0
19712,2017,mar,2017-03-01,Maharashtra,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,2,3,1,0.6666666666666666
19713,2017,mar,2017-03-01,Maharashtra,EXCAVATOR (COMMERCIAL),Others,Others,0,3,1,0.6666666666666666
19714,2017,mar,2017-03-01,Maharashtra,EXCAVATOR (NT),Others,Others,0,3,1,0.6666666666666666
19715,2017,mar,2017-03-01,Maharashtra,FIRE FIGHTING VEHICLE,Others,Others,0,3,1,0.0
19716,2017,mar,2017-03-01,Maharashtra,FIRE TENDERS,Others,Others,0,3,1,0.0
19717,2017,mar,2017-03-01,Maharashtra,FORK LIFT,Others,Others,0,3,1,0.0
19718,2017,mar,2017-03-01,Maharashtra,GOODS CARRIER,Others,Others,0,3,1,0.0
19719,2017,mar,2017-03-01,Maharashtra,HARVESTER,Others,Others,0,3,1,0.0
19720,2017,mar,2017-03-01,Maharashtra,HEARSES,Others,Others,0,3,1,0.0
19721,2017,mar,2017-03-01,Maharashtra,MAXI CAB,Others,Others,0,3,1,0.0
19722,2017,mar,2017-03-01,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,30,3,1,10.0
19723,2017,mar,2017-03-01,Maharashtra,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0,3,1,10.0
19724,2017,mar,2017-03-01,Maharashtra,MOBILE CLINIC,Others,Others,0,3,1,10.0
19725,2017,mar,2017-03-01,Maharashtra,MOBILE WORKSHOP,Others,Others,0,3,1,0.0
19726,2017,mar,2017-03-01,Maharashtra,MOPED,2-Wheelers,2W_Personal,2,3,1,0.6666666666666666
19727,2017,mar,2017-03-01,Maharashtra,MOTOR CAB,4-Wheelers,4W_Shared,0,3,1,0.6666666666666666
19728,2017,mar,2017-03-01,Maharashtra,MOTOR CAR,4-Wheelers,4W_Personal,5,3,1,2.3333333333333335
19729,2017,mar,2017-03-01,Maharashtra,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0,3,1,1.6666666666666667
19730,2017,mar,2017-03-01,Maharashtra,OMNI BUS,Bus,Bus,0,3,1,1.6666666666666667
19731,2017,mar,2017-03-01,Maharashtra,PRIVATE SERVICE VEHICLE,Others,Others,0,3,1,0.0
19732,2017,mar,2017-03-01,Maharashtra,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0,3,1,0.0
19733,2017,mar,2017-03-01,Maharashtra,RECOVERY VEHICLE,Others,Others,0,3,1,0.0
19734,2017,mar,2017-03-01,Maharashtra,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,3,1,0.0
19735,2017,mar,2017-03-01,Maharashtra,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,3,1,0.0
19736,2017,mar,2017-03-01,Maharashtra,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,0,3,1,0.0
19737,2017,mar,2017-03-01,Maharashtra,TOW TRUCK,Others,Others,0,3,1,0.0
19738,2017,mar,2017-03-01,Maharashtra,TRACTOR (COMMERCIAL),Others,Others,0,3,1,0.0
19739,2017,mar,2017-03-01,Maharashtra,TRAILER (AGRICULTURAL),Others,Others,0,3,1,0.0
19740,2017,mar,2017-03-01,Maharashtra,TRAILER (COMMERCIAL),Others,Others,0,3,1,0.0
19741,2017,mar,2017-03-01,Maharashtra,TRAILER FOR PERSONAL USE,Others,Others,0,3,1,0.0
19742,2017,mar,2017-03-01,Maharashtra,VEHICLE FITTED WITH GENERATOR,Others,Others,0,3,1,0.0
19743,2017,mar,2017-03-01,Maharashtra,VEHICLE FITTED WITH RIG,Others,Others,0,3,1,0.0
19744,2017,mar,2017-03-01,Meghalaya,AMBULANCE,Others,Others,0,3,1,0.0
19745,2017,mar,2017-03-01,Meghalaya,BUS,Bus,Bus,0,3,1,0.0
19746,2017,mar,2017-03-01,Meghalaya,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,3,1,0.0
19747,2017,mar,2017-03-01,Meghalaya,EARTH MOVING EQUIPMENT,Others,Others,0,3,1,0.0
19748,2017,mar,2017-03-01,Meghalaya,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,3,1,0.0
19749,2017,mar,2017-03-01,Meghalaya,EXCAVATOR (NT),Others,Others,0,3,1,0.0
19750,2017,mar,2017-03-01,Meghalaya,GOODS CARRIER,Others,Others,0,3,1,0.0
19751,2017,mar,2017-03-01,Meghalaya,MAXI CAB,Others,Others,0,3,1,0.0
19752,2017,mar,2017-03-01,Meghalaya,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,3,1,0.0
19753,2017,mar,2017-03-01,Meghalaya,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0,3,1,0.0
19754,2017,mar,2017-03-01,Meghalaya,MOPED,2-Wheelers,2W_Personal,0,3,1,0.0
19755,2017,mar,2017-03-01,Meghalaya,MOTOR CAB,4-Wheelers,4W_Shared,0,3,1,0.0
19756,2017,mar,2017-03-01,Meghalaya,MOTOR CAR,4-Wheelers,4W_Personal,0,3,1,0.0
19757,2017,mar,2017-03-01,Meghalaya,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0,3,1,0.0
19758,2017,mar,2017-03-01,Meghalaya,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0,3,1,0.0
19759,2017,mar,2017-03-01,Meghalaya,ROAD ROLLER,Others,Others,0,3,1,0.0
19760,2017,mar,2017-03-01,Meghalaya,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,3,1,0.0
19761,2017,mar,2017-03-01,Meghalaya,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,3,1,0.0
19762,2017,mar,2017-03-01,Meghalaya,TRACTOR (COMMERCIAL),Others,Others,0,3,1,0.0
19763,2017,mar,2017-03-01,Manipur,AGRICULTURAL TRACTOR,Others,Others,0,3,1,0.0
19764,2017,mar,2017-03-01,Manipur,AMBULANCE,Others,Others,0,3,1,0.0
19765,2017,mar,2017-03-01,Manipur,BUS,Bus,Bus,0,3,1,0.0
19766,2017,mar,2017-03-01,Manipur,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,3,1,0.0
19767,2017,mar,2017-03-01,Manipur,DUMPER,Others,Others,0,3,1,0.0
19768,2017,mar,2017-03-01,Manipur,EARTH MOVING EQUIPMENT,Others,Others,0,3,1,0.0
19769,2017,mar,2017-03-01,Manipur,GOODS CARRIER,Others,Others,0,3,1,0.0
19770,2017,mar,2017-03-01,Manipur,MAXI CAB,Others,Others,0,3,1,0.0
19771,2017,mar,2017-03-01,Manipur,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,3,1,0.0
19772,2017,mar,2017-03-01,Manipur,MOPED,2-Wheelers,2W_Personal,0,3,1,0.0
19773,2017,mar,2017-03-01,Manipur,MOTOR CAB,4-Wheelers,4W_Shared,0,3,1,0.0
19774,2017,mar,2017-03-01,Manipur,MOTOR CAR,4-Wheelers,4W_Personal,0,3,1,0.0
19775,2017,mar,2017-03-01,Manipur,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0,3,1,0.0
19776,2017,mar,2017-03-01,Manipur,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,3,1,0.0
19777,2017,mar,2017-03-01,Manipur,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,3,1,0.0
19778,2017,mar,2017-03-01,Madhya Pradesh,ADAPTED VEHICLE,Others,Others,0,3,1,0.0
19779,2017,mar,2017-03-01,Madhya Pradesh,AGRICULTURAL TRACTOR,Others,Others,0,3,1,0.0
19780,2017,mar,2017-03-01,Madhya Pradesh,AMBULANCE,Others,Others,0,3,1,0.0
19781,2017,mar,2017-03-01,Madhya Pradesh,ARTICULATED VEHICLE,Others,Others,0,3,1,0.0
19782,2017,mar,2017-03-01,Madhya Pradesh,BUS,Bus,Bus,0,3,1,0.0
19783,2017,mar,2017-03-01,Madhya Pradesh,CASH VAN,Others,Others,0,3,1,0.0
19784,2017,mar,2017-03-01,Madhya Pradesh,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,3,1,0.0
19785,2017,mar,2017-03-01,Madhya Pradesh,CRANE MOUNTED VEHICLE,Others,Others,0,3,1,0.0
19786,2017,mar,2017-03-01,Madhya Pradesh,DUMPER,Others,Others,0,3,1,0.0
19787,2017,mar,2017-03-01,Madhya Pradesh,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,3,1,0.0
19788,2017,mar,2017-03-01,Madhya Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,87,3,1,29.0
19789,2017,mar,2017-03-01,Madhya Pradesh,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,4,3,1,30.333333333333332
19790,2017,mar,2017-03-01,Madhya Pradesh,EXCAVATOR (NT),Others,Others,0,3,1,30.333333333333332
19791,2017,mar,2017-03-01,Madhya Pradesh,FIRE FIGHTING VEHICLE,Others,Others,0,3,1,1.3333333333333333
19792,2017,mar,2017-03-01,Madhya Pradesh,FIRE TENDERS,Others,Others,0,3,1,0.0
19793,2017,mar,2017-03-01,Madhya Pradesh,GOODS CARRIER,Others,Others,0,3,1,0.0
19794,2017,mar,2017-03-01,Madhya Pradesh,HARVESTER,Others,Others,0,3,1,0.0
19795,2017,mar,2017-03-01,Madhya Pradesh,LIBRARY VAN,Others,Others,0,3,1,0.0
19796,2017,mar,2017-03-01,Madhya Pradesh,MAXI CAB,Others,Others,0,3,1,0.0
19797,2017,mar,2017-03-01,Madhya Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,11,3,1,3.6666666666666665
19798,2017,mar,2017-03-01,Madhya Pradesh,MOPED,2-Wheelers,2W_Personal,1,3,1,4.0
19799,2017,mar,2017-03-01,Madhya Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0,3,1,4.0
19800,2017,mar,2017-03-01,Madhya Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,2,3,1,1.0
19801,2017,mar,2017-03-01,Madhya Pradesh,OMNI BUS (PRIVATE USE),Bus,Bus,0,3,1,0.6666666666666666
19802,2017,mar,2017-03-01,Madhya Pradesh,PRIVATE SERVICE VEHICLE,Others,Others,0,3,1,0.6666666666666666
19803,2017,mar,2017-03-01,Madhya Pradesh,ROAD ROLLER,Others,Others,0,3,1,0.0
19804,2017,mar,2017-03-01,Madhya Pradesh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,3,1,0.0
19805,2017,mar,2017-03-01,Madhya Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,3,1,0.0
19806,2017,mar,2017-03-01,Madhya Pradesh,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0,3,1,0.0
19807,2017,mar,2017-03-01,Madhya Pradesh,TRAILER (AGRICULTURAL),Others,Others,0,3,1,0.0
19808,2017,mar,2017-03-01,Madhya Pradesh,TRAILER (COMMERCIAL),Others,Others,0,3,1,0.0
19809,2017,mar,2017-03-01,Madhya Pradesh,VEHICLE FITTED WITH COMPRESSOR,Others,Others,0,3,1,0.0
19810,2017,mar,2017-03-01,Madhya Pradesh,VEHICLE FITTED WITH RIG,Others,Others,0,3,1,0.0
19811,2017,mar,2017-03-01,Mizoram,AMBULANCE,Others,Others,0,3,1,0.0
19812,2017,mar,2017-03-01,Mizoram,BUS,Bus,Bus,0,3,1,0.0
19813,2017,mar,2017-03-01,Mizoram,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,3,1,0.0
19814,2017,mar,2017-03-01,Mizoram,DUMPER,Others,Others,0,3,1,0.0
19815,2017,mar,2017-03-01,Mizoram,EXCAVATOR (NT),Others,Others,0,3,1,0.0
19816,2017,mar,2017-03-01,Mizoram,GOODS CARRIER,Others,Others,0,3,1,0.0
19817,2017,mar,2017-03-01,Mizoram,LUXURY CAB,4-Wheelers,4W_Shared,0,3,1,0.0
19818,2017,mar,2017-03-01,Mizoram,MAXI CAB,Others,Others,0,3,1,0.0
19819,2017,mar,2017-03-01,Mizoram,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,3,1,0.0
19820,2017,mar,2017-03-01,Mizoram,MOPED,2-Wheelers,2W_Personal,0,3,1,0.0
19821,2017,mar,2017-03-01,Mizoram,MOTOR CAB,4-Wheelers,4W_Shared,0,3,1,0.0
19822,2017,mar,2017-03-01,Mizoram,MOTOR CAR,4-Wheelers,4W_Personal,0,3,1,0.0
19823,2017,mar,2017-03-01,Mizoram,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0,3,1,0.0
19824,2017,mar,2017-03-01,Mizoram,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,3,1,0.0
19825,2017,mar,2017-03-01,Mizoram,TRACTOR (COMMERCIAL),Others,Others,0,3,1,0.0
19826,2017,mar,2017-03-01,Nagaland,AGRICULTURAL TRACTOR,Others,Others,0,3,1,0.0
19827,2017,mar,2017-03-01,Nagaland,BUS,Bus,Bus,0,3,1,0.0
19828,2017,mar,2017-03-01,Nagaland,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,3,1,0.0
19829,2017,mar,2017-03-01,Nagaland,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Others,Others,0,3,1,0.0
19830,2017,mar,2017-03-01,Nagaland,CRANE MOUNTED VEHICLE,Others,Others,0,3,1,0.0
19831,2017,mar,2017-03-01,Nagaland,DUMPER,Others,Others,0,3,1,0.0
19832,2017,mar,2017-03-01,Nagaland,FORK LIFT,Others,Others,0,3,1,0.0
19833,2017,mar,2017-03-01,Nagaland,GOODS CARRIER,Others,Others,0,3,1,0.0
19834,2017,mar,2017-03-01,Nagaland,MAXI CAB,Others,Others,0,3,1,0.0
19835,2017,mar,2017-03-01,Nagaland,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,3,1,0.0
19836,2017,mar,2017-03-01,Nagaland,MOPED,2-Wheelers,2W_Personal,0,3,1,0.0
19837,2017,mar,2017-03-01,Nagaland,MOTOR CAB,4-Wheelers,4W_Shared,0,3,1,0.0
19838,2017,mar,2017-03-01,Nagaland,MOTOR CAR,4-Wheelers,4W_Personal,0,3,1,0.0
19839,2017,mar,2017-03-01,Nagaland,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,3,1,0.0
19840,2017,mar,2017-03-01,Nagaland,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,3,1,0.0
19841,2017,mar,2017-03-01,Odisha,ADAPTED VEHICLE,Others,Others,0,3,1,0.0
19842,2017,mar,2017-03-01,Odisha,AGRICULTURAL TRACTOR,Others,Others,0,3,1,0.0
19843,2017,mar,2017-03-01,Odisha,AMBULANCE,Others,Others,0,3,1,0.0
19844,2017,mar,2017-03-01,Odisha,ARTICULATED VEHICLE,Others,Others,0,3,1,0.0
19845,2017,mar,2017-03-01,Odisha,BUS,Bus,Bus,0,3,1,0.0
19846,2017,mar,2017-03-01,Odisha,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,3,1,0.0
19847,2017,mar,2017-03-01,Odisha,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Others,Others,0,3,1,0.0
19848,2017,mar,2017-03-01,Odisha,CRANE MOUNTED VEHICLE,Others,Others,0,3,1,0.0
19849,2017,mar,2017-03-01,Odisha,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,3,1,0.0
19850,2017,mar,2017-03-01,Odisha,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,0,3,1,0.0
19851,2017,mar,2017-03-01,Odisha,EXCAVATOR (COMMERCIAL),Others,Others,0,3,1,0.0
19852,2017,mar,2017-03-01,Odisha,FORK LIFT,Others,Others,0,3,1,0.0
19853,2017,mar,2017-03-01,Odisha,GOODS CARRIER,Others,Others,0,3,1,0.0
19854,2017,mar,2017-03-01,Odisha,MAXI CAB,Others,Others,0,3,1,0.0
19855,2017,mar,2017-03-01,Odisha,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,3,1,0.0
19856,2017,mar,2017-03-01,Odisha,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0,3,1,0.0
19857,2017,mar,2017-03-01,Odisha,MOBILE WORKSHOP,Others,Others,0,3,1,0.0
19858,2017,mar,2017-03-01,Odisha,MOPED,2-Wheelers,2W_Personal,0,3,1,0.0
19859,2017,mar,2017-03-01,Odisha,MOTOR CAB,4-Wheelers,4W_Shared,0,3,1,0.0
19860,2017,mar,2017-03-01,Odisha,MOTOR CAR,4-Wheelers,4W_Personal,0,3,1,0.0
19861,2017,mar,2017-03-01,Odisha,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0,3,1,0.0
19862,2017,mar,2017-03-01,Odisha,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0,3,1,0.0
19863,2017,mar,2017-03-01,Odisha,OMNI BUS,Bus,Bus,0,3,1,0.0
19864,2017,mar,2017-03-01,Odisha,OMNI BUS (PRIVATE USE),Bus,Bus,0,3,1,0.0
19865,2017,mar,2017-03-01,Odisha,PRIVATE SERVICE VEHICLE,Others,Others,0,3,1,0.0
19866,2017,mar,2017-03-01,Odisha,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0,3,1,0.0
19867,2017,mar,2017-03-01,Odisha,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,3,1,0.0
19868,2017,mar,2017-03-01,Odisha,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1,3,1,0.3333333333333333
19869,2017,mar,2017-03-01,Odisha,TRACTOR (COMMERCIAL),Others,Others,0,3,1,0.3333333333333333
19870,2017,mar,2017-03-01,Odisha,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0,3,1,0.3333333333333333
19871,2017,mar,2017-03-01,Odisha,TRAILER (COMMERCIAL),Others,Others,0,3,1,0.0
19872,2017,mar,2017-03-01,Odisha,VEHICLE FITTED WITH COMPRESSOR,Others,Others,0,3,1,0.0
19873,2017,mar,2017-03-01,Punjab,ADAPTED VEHICLE,Others,Others,0,3,1,0.0
19874,2017,mar,2017-03-01,Punjab,AGRICULTURAL TRACTOR,Others,Others,0,3,1,0.0
19875,2017,mar,2017-03-01,Punjab,AMBULANCE,Others,Others,0,3,1,0.0
19876,2017,mar,2017-03-01,Punjab,ANIMAL AMBULANCE,Others,Others,0,3,1,0.0
19877,2017,mar,2017-03-01,Punjab,ARTICULATED VEHICLE,Others,Others,0,3,1,0.0
19878,2017,mar,2017-03-01,Punjab,BUS,Bus,Bus,0,3,1,0.0
19879,2017,mar,2017-03-01,Punjab,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,3,1,0.0
19880,2017,mar,2017-03-01,Punjab,CRANE MOUNTED VEHICLE,Others,Others,0,3,1,0.0
19881,2017,mar,2017-03-01,Punjab,EARTH MOVING EQUIPMENT,Others,Others,0,3,1,0.0
19882,2017,mar,2017-03-01,Punjab,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,3,1,0.0
19883,2017,mar,2017-03-01,Punjab,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,27,3,1,9.0
19884,2017,mar,2017-03-01,Punjab,EXCAVATOR (COMMERCIAL),Others,Others,0,3,1,9.0
19885,2017,mar,2017-03-01,Punjab,EXCAVATOR (NT),Others,Others,0,3,1,9.0
