,Year,Month_Name,Date,State,Vehicle_Class,Vehicle_Category,Vehicle_Type,EV_Sales_Quantity,Month,Day,Sales_Rolling_3
0,2014,jan,2014-01-01,Andhra Pradesh,ADAPTED VEHICLE,Others,Others,0,1,1,
1,2014,jan,2014-01-01,Andhra Pradesh,AGRICULTURAL TRACTOR,Others,Others,0,1,1,
2,2014,jan,2014-01-01,Andhra Pradesh,AMBULANCE,Others,Others,0,1,1,0.0
3,2014,jan,2014-01-01,Andhra Pradesh,ARTICULATED VEHICLE,Others,Others,0,1,1,0.0
4,2014,jan,2014-01-01,Andhra Pradesh,BUS,Bus,Bus,0,1,1,0.0
5,2014,jan,2014-01-01,Andhra Pradesh,CASH VAN,Others,Others,0,1,1,0.0
6,2014,jan,2014-01-01,Andhra Pradesh,CRANE MOUNTED VEHICLE,Others,Others,0,1,1,0.0
7,2014,jan,2014-01-01,Andhra Pradesh,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,1,1,0.0
8,2014,jan,2014-01-01,Andhra Pradesh,EXCAVATOR (COMMERCIAL),Others,Others,0,1,1,0.0
9,2014,jan,2014-01-01,Andhra Pradesh,FORK LIFT,Others,Others,0,1,1,0.0
10,2014,jan,2014-01-01,Andhra Pradesh,GOODS CARRIER,Others,Others,0,1,1,0.0
11,2014,jan,2014-01-01,Andhra Pradesh,HARVESTER,Others,Others,0,1,1,0.0
12,2014,jan,2014-01-01,Andhra Pradesh,MAXI CAB,Others,Others,0,1,1,0.0
13,2014,jan,2014-01-01,Andhra Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1,1,1,0.3333333333333333
14,2014,jan,2014-01-01,Andhra Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0,1,1,0.3333333333333333
15,2014,jan,2014-01-01,Andhra Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,0,1,1,0.3333333333333333
16,2014,jan,2014-01-01,Andhra Pradesh,OMNI BUS,Bus,Bus,0,1,1,0.0
17,2014,jan,2014-01-01,Andhra Pradesh,PRIVATE SERVICE VEHICLE,Others,Others,0,1,1,0.0
18,2014,jan,2014-01-01,Andhra Pradesh,RECOVERY VEHICLE,Others,Others,0,1,1,0.0
19,2014,jan,2014-01-01,Andhra Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,1,1,0.0
20,2014,jan,2014-01-01,Andhra Pradesh,TRACTOR (COMMERCIAL),Others,Others,0,1,1,0.0
21,2014,jan,2014-01-01,Andhra Pradesh,TRAILER (AGRICULTURAL),Others,Others,0,1,1,0.0
22,2014,jan,2014-01-01,Andhra Pradesh,TRAILER (COMMERCIAL),Others,Others,0,1,1,0.0
23,2014,jan,2014-01-01,Andhra Pradesh,TRAILER FOR PERSONAL USE,Others,Others,0,1,1,0.0
24,2014,jan,2014-01-01,Andhra Pradesh,VEHICLE FITTED WITH RIG,Others,Others,0,1,1,0.0
25,2014,jan,2014-01-01,Arunachal Pradesh,AGRICULTURAL TRACTOR,Others,Others,0,1,1,
26,2014,jan,2014-01-01,Arunachal Pradesh,BUS,Bus,Bus,0,1,1,
27,2014,jan,2014-01-01,Arunachal Pradesh,CAMPER VAN / TRAILER,Others,Others,0,1,1,0.0
28,2014,jan,2014-01-01,Arunachal Pradesh,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Others,Others,0,1,1,0.0
29,2014,jan,2014-01-01,Arunachal Pradesh,CRANE MOUNTED VEHICLE,Others,Others,0,1,1,0.0
30,2014,jan,2014-01-01,Arunachal Pradesh,DUMPER,Others,Others,0,1,1,0.0
31,2014,jan,2014-01-01,Arunachal Pradesh,EXCAVATOR (COMMERCIAL),Others,Others,0,1,1,0.0
32,2014,jan,2014-01-01,Arunachal Pradesh,EXCAVATOR (NT),Others,Others,0,1,1,0.0
33,2014,jan,2014-01-01,Arunachal Pradesh,GOODS CARRIER,Others,Others,0,1,1,0.0
34,2014,jan,2014-01-01,Arunachal Pradesh,MAXI CAB,Others,Others,0,1,1,0.0
35,2014,jan,2014-01-01,Arunachal Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,1,1,0.0
36,2014,jan,2014-01-01,Arunachal Pradesh,MOPED,2-Wheelers,2W_Personal,0,1,1,0.0
37,2014,jan,2014-01-01,Arunachal Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0,1,1,0.0
38,2014,jan,2014-01-01,Arunachal Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,0,1,1,0.0
39,2014,jan,2014-01-01,Arunachal Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,1,1,0.0
40,2014,jan,2014-01-01,Arunachal Pradesh,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,0,1,1,0.0
41,2014,jan,2014-01-01,Arunachal Pradesh,TRACTOR (COMMERCIAL),Others,Others,0,1,1,0.0
42,2014,jan,2014-01-01,Arunachal Pradesh,TRAILER (COMMERCIAL),Others,Others,0,1,1,0.0
43,2014,jan,2014-01-01,Assam,AGRICULTURAL TRACTOR,Others,Others,0,1,1,
44,2014,jan,2014-01-01,Assam,AMBULANCE,Others,Others,0,1,1,
45,2014,jan,2014-01-01,Assam,ARTICULATED VEHICLE,Others,Others,0,1,1,0.0
46,2014,jan,2014-01-01,Assam,BUS,Bus,Bus,0,1,1,0.0
47,2014,jan,2014-01-01,Assam,CAMPER VAN / TRAILER,Others,Others,0,1,1,0.0
48,2014,jan,2014-01-01,Assam,CRANE MOUNTED VEHICLE,Others,Others,0,1,1,0.0
49,2014,jan,2014-01-01,Assam,DUMPER,Others,Others,0,1,1,0.0
50,2014,jan,2014-01-01,Assam,EXCAVATOR (COMMERCIAL),Others,Others,0,1,1,0.0
51,2014,jan,2014-01-01,Assam,EXCAVATOR (NT),Others,Others,0,1,1,0.0
52,2014,jan,2014-01-01,Assam,GOODS CARRIER,Others,Others,0,1,1,0.0
53,2014,jan,2014-01-01,Assam,MAXI CAB,Others,Others,0,1,1,0.0
54,2014,jan,2014-01-01,Assam,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,1,1,0.0
55,2014,jan,2014-01-01,Assam,MOPED,2-Wheelers,2W_Personal,0,1,1,0.0
56,2014,jan,2014-01-01,Assam,MOTOR CAB,4-Wheelers,4W_Shared,0,1,1,0.0
57,2014,jan,2014-01-01,Assam,MOTOR CAR,4-Wheelers,4W_Personal,0,1,1,0.0
58,2014,jan,2014-01-01,Assam,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,1,1,0.0
59,2014,jan,2014-01-01,Assam,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,1,1,0.0
60,2014,jan,2014-01-01,Assam,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,0,1,1,0.0
61,2014,jan,2014-01-01,Assam,TRACTOR (COMMERCIAL),Others,Others,0,1,1,0.0
62,2014,jan,2014-01-01,Assam,TRAILER (COMMERCIAL),Others,Others,0,1,1,0.0
63,2014,jan,2014-01-01,Andaman & Nicobar Island,BUS,Bus,Bus,0,1,1,
64,2014,jan,2014-01-01,Andaman & Nicobar Island,EARTH MOVING EQUIPMENT,Others,Others,0,1,1,
65,2014,jan,2014-01-01,Andaman & Nicobar Island,GOODS CARRIER,Others,Others,0,1,1,0.0
66,2014,jan,2014-01-01,Andaman & Nicobar Island,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,1,1,0.0
67,2014,jan,2014-01-01,Andaman & Nicobar Island,MOPED,2-Wheelers,2W_Personal,0,1,1,0.0
68,2014,jan,2014-01-01,Andaman & Nicobar Island,MOTOR CAB,4-Wheelers,4W_Shared,0,1,1,0.0
69,2014,jan,2014-01-01,Andaman & Nicobar Island,MOTOR CAR,4-Wheelers,4W_Personal,0,1,1,0.0
70,2014,jan,2014-01-01,Andaman & Nicobar Island,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0,1,1,0.0
71,2014,jan,2014-01-01,Andaman & Nicobar Island,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,1,1,0.0
72,2014,jan,2014-01-01,Bihar,AGRICULTURAL TRACTOR,Others,Others,0,1,1,
73,2014,jan,2014-01-01,Bihar,BUS,Bus,Bus,0,1,1,
74,2014,jan,2014-01-01,Bihar,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,1,1,0.0
75,2014,jan,2014-01-01,Bihar,GOODS CARRIER,Others,Others,0,1,1,0.0
76,2014,jan,2014-01-01,Bihar,HARVESTER,Others,Others,0,1,1,0.0
77,2014,jan,2014-01-01,Bihar,MAXI CAB,Others,Others,0,1,1,0.0
78,2014,jan,2014-01-01,Bihar,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,1,1,0.0
79,2014,jan,2014-01-01,Bihar,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0,1,1,0.0
80,2014,jan,2014-01-01,Bihar,MOPED,2-Wheelers,2W_Personal,0,1,1,0.0
81,2014,jan,2014-01-01,Bihar,MOTOR CAB,4-Wheelers,4W_Shared,0,1,1,0.0
82,2014,jan,2014-01-01,Bihar,MOTOR CAR,4-Wheelers,4W_Personal,0,1,1,0.0
83,2014,jan,2014-01-01,Bihar,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0,1,1,0.0
84,2014,jan,2014-01-01,Bihar,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,1,1,0.0
85,2014,jan,2014-01-01,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,1,1,0.0
86,2014,jan,2014-01-01,Bihar,TRACTOR (COMMERCIAL),Others,Others,0,1,1,0.0
87,2014,jan,2014-01-01,Bihar,TRAILER (COMMERCIAL),Others,Others,0,1,1,0.0
88,2014,jan,2014-01-01,Chhattisgarh,ADAPTED VEHICLE,Others,Others,0,1,1,
89,2014,jan,2014-01-01,Chhattisgarh,AGRICULTURAL TRACTOR,Others,Others,0,1,1,
90,2014,jan,2014-01-01,Chhattisgarh,AMBULANCE,Others,Others,0,1,1,0.0
91,2014,jan,2014-01-01,Chhattisgarh,ARTICULATED VEHICLE,Others,Others,0,1,1,0.0
92,2014,jan,2014-01-01,Chhattisgarh,BUS,Bus,Bus,0,1,1,0.0
93,2014,jan,2014-01-01,Chhattisgarh,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,1,1,0.0
94,2014,jan,2014-01-01,Chhattisgarh,CRANE MOUNTED VEHICLE,Others,Others,0,1,1,0.0
95,2014,jan,2014-01-01,Chhattisgarh,DUMPER,Others,Others,0,1,1,0.0
96,2014,jan,2014-01-01,Chhattisgarh,EARTH MOVING EQUIPMENT,Others,Others,0,1,1,0.0
97,2014,jan,2014-01-01,Chhattisgarh,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,1,1,0.0
98,2014,jan,2014-01-01,Chhattisgarh,EXCAVATOR (NT),Others,Others,0,1,1,0.0
99,2014,jan,2014-01-01,Chhattisgarh,GOODS CARRIER,Others,Others,0,1,1,0.0
100,2014,jan,2014-01-01,Chhattisgarh,HARVESTER,Others,Others,0,1,1,0.0
101,2014,jan,2014-01-01,Chhattisgarh,MAXI CAB,Others,Others,0,1,1,0.0
102,2014,jan,2014-01-01,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,10,1,1,3.3333333333333335
103,2014,jan,2014-01-01,Chhattisgarh,MOBILE WORKSHOP,Others,Others,0,1,1,3.3333333333333335
104,2014,jan,2014-01-01,Chhattisgarh,MOPED,2-Wheelers,2W_Personal,0,1,1,3.3333333333333335
105,2014,jan,2014-01-01,Chhattisgarh,MOTOR CAB,4-Wheelers,4W_Shared,0,1,1,0.0
106,2014,jan,2014-01-01,Chhattisgarh,MOTOR CAR,4-Wheelers,4W_Personal,0,1,1,0.0
107,2014,jan,2014-01-01,Chhattisgarh,OMNI BUS,Bus,Bus,0,1,1,0.0
108,2014,jan,2014-01-01,Chhattisgarh,OMNI BUS (PRIVATE USE),Bus,Bus,0,1,1,0.0
109,2014,jan,2014-01-01,Chhattisgarh,PRIVATE SERVICE VEHICLE,Others,Others,0,1,1,0.0
110,2014,jan,2014-01-01,Chhattisgarh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,1,1,0.0
111,2014,jan,2014-01-01,Chhattisgarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,1,1,0.0
112,2014,jan,2014-01-01,Chhattisgarh,TRACTOR (COMMERCIAL),Others,Others,0,1,1,0.0
113,2014,jan,2014-01-01,Chhattisgarh,TRAILER (AGRICULTURAL),Others,Others,0,1,1,0.0
114,2014,jan,2014-01-01,Chhattisgarh,TRAILER (COMMERCIAL),Others,Others,0,1,1,0.0
115,2014,jan,2014-01-01,Chhattisgarh,VEHICLE FITTED WITH COMPRESSOR,Others,Others,0,1,1,0.0
116,2014,jan,2014-01-01,Chhattisgarh,VEHICLE FITTED WITH RIG,Others,Others,0,1,1,0.0
117,2014,jan,2014-01-01,Chandigarh,ADAPTED VEHICLE,Others,Others,0,1,1,
118,2014,jan,2014-01-01,Chandigarh,AMBULANCE,Others,Others,0,1,1,
119,2014,jan,2014-01-01,Chandigarh,BUS,Bus,Bus,0,1,1,0.0
120,2014,jan,2014-01-01,Chandigarh,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,1,1,0.0
121,2014,jan,2014-01-01,Chandigarh,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,1,1,0.0
122,2014,jan,2014-01-01,Chandigarh,GOODS CARRIER,Others,Others,0,1,1,0.0
123,2014,jan,2014-01-01,Chandigarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,1,1,0.0
124,2014,jan,2014-01-01,Chandigarh,MOPED,2-Wheelers,2W_Personal,0,1,1,0.0
125,2014,jan,2014-01-01,Chandigarh,MOTOR CAB,4-Wheelers,4W_Shared,0,1,1,0.0
126,2014,jan,2014-01-01,Chandigarh,MOTOR CAR,4-Wheelers,4W_Personal,0,1,1,0.0
127,2014,jan,2014-01-01,Chandigarh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,1,1,0.0
128,2014,jan,2014-01-01,Chandigarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,1,1,0.0
129,2014,jan,2014-01-01,Chandigarh,TRACTOR (COMMERCIAL),Others,Others,0,1,1,0.0
130,2014,jan,2014-01-01,DNH and DD,AGRICULTURAL TRACTOR,Others,Others,0,1,1,
131,2014,jan,2014-01-01,DNH and DD,AMBULANCE,Others,Others,0,1,1,
132,2014,jan,2014-01-01,DNH and DD,CAMPER VAN / TRAILER (PRIVATE USE),Others,Others,0,1,1,0.0
133,2014,jan,2014-01-01,DNH and DD,CRANE MOUNTED VEHICLE,Others,Others,0,1,1,0.0
134,2014,jan,2014-01-01,DNH and DD,EXCAVATOR (COMMERCIAL),Others,Others,0,1,1,0.0
135,2014,jan,2014-01-01,DNH and DD,EXCAVATOR (NT),Others,Others,0,1,1,0.0
136,2014,jan,2014-01-01,DNH and DD,FORK LIFT,Others,Others,0,1,1,0.0
137,2014,jan,2014-01-01,DNH and DD,GOODS CARRIER,Others,Others,0,1,1,0.0
138,2014,jan,2014-01-01,DNH and DD,MAXI CAB,Others,Others,0,1,1,0.0
139,2014,jan,2014-01-01,DNH and DD,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,1,1,0.0
140,2014,jan,2014-01-01,DNH and DD,MOPED,2-Wheelers,2W_Personal,0,1,1,0.0
141,2014,jan,2014-01-01,DNH and DD,MOTOR CAR,4-Wheelers,4W_Personal,0,1,1,0.0
142,2014,jan,2014-01-01,DNH and DD,OMNI BUS,Bus,Bus,0,1,1,0.0
143,2014,jan,2014-01-01,DNH and DD,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,1,1,0.0
144,2014,jan,2014-01-01,DNH and DD,TRAILER (AGRICULTURAL),Others,Others,0,1,1,0.0
145,2014,jan,2014-01-01,Delhi,ADAPTED VEHICLE,Others,Others,0,1,1,
146,2014,jan,2014-01-01,Delhi,AGRICULTURAL TRACTOR,Others,Others,0,1,1,
147,2014,jan,2014-01-01,Delhi,AMBULANCE,Others,Others,0,1,1,0.0
148,2014,jan,2014-01-01,Delhi,BUS,Bus,Bus,0,1,1,0.0
149,2014,jan,2014-01-01,Delhi,CRANE MOUNTED VEHICLE,Others,Others,0,1,1,0.0
150,2014,jan,2014-01-01,Delhi,GOODS CARRIER,Others,Others,0,1,1,0.0
151,2014,jan,2014-01-01,Delhi,LUXURY CAB,4-Wheelers,4W_Shared,0,1,1,0.0
152,2014,jan,2014-01-01,Delhi,MAXI CAB,Others,Others,0,1,1,0.0
153,2014,jan,2014-01-01,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2,1,1,0.6666666666666666
154,2014,jan,2014-01-01,Delhi,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0,1,1,0.6666666666666666
155,2014,jan,2014-01-01,Delhi,MOPED,2-Wheelers,2W_Personal,0,1,1,0.6666666666666666
156,2014,jan,2014-01-01,Delhi,MOTOR CAB,4-Wheelers,4W_Shared,0,1,1,0.0
157,2014,jan,2014-01-01,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,5,1,1,1.6666666666666667
158,2014,jan,2014-01-01,Delhi,RECOVERY VEHICLE,Others,Others,0,1,1,1.6666666666666667
159,2014,jan,2014-01-01,Delhi,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,1,1,1.6666666666666667
160,2014,jan,2014-01-01,Delhi,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,1,1,0.0
161,2014,jan,2014-01-01,Delhi,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,0,1,1,0.0
162,2014,jan,2014-01-01,Goa,ADAPTED VEHICLE,Others,Others,0,1,1,
163,2014,jan,2014-01-01,Goa,AGRICULTURAL TRACTOR,Others,Others,0,1,1,
164,2014,jan,2014-01-01,Goa,BUS,Bus,Bus,0,1,1,0.0
165,2014,jan,2014-01-01,Goa,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,1,1,0.0
166,2014,jan,2014-01-01,Goa,CRANE MOUNTED VEHICLE,Others,Others,0,1,1,0.0
167,2014,jan,2014-01-01,Goa,EARTH MOVING EQUIPMENT,Others,Others,0,1,1,0.0
168,2014,jan,2014-01-01,Goa,GOODS CARRIER,Others,Others,0,1,1,0.0
169,2014,jan,2014-01-01,Goa,MAXI CAB,Others,Others,0,1,1,0.0
170,2014,jan,2014-01-01,Goa,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,1,1,0.0
171,2014,jan,2014-01-01,Goa,MOPED,2-Wheelers,2W_Personal,0,1,1,0.0
172,2014,jan,2014-01-01,Goa,MOTOR CAB,4-Wheelers,4W_Shared,0,1,1,0.0
173,2014,jan,2014-01-01,Goa,MOTOR CAR,4-Wheelers,4W_Personal,1,1,1,0.3333333333333333
174,2014,jan,2014-01-01,Goa,MOTOR CYCLE/SCOOTER-SIDECAR(T),Others,Others,0,1,1,0.3333333333333333
175,2014,jan,2014-01-01,Goa,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0,1,1,0.3333333333333333
176,2014,jan,2014-01-01,Goa,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,1,1,0.0
177,2014,jan,2014-01-01,Goa,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,1,1,0.0
178,2014,jan,2014-01-01,Gujarat,ADAPTED VEHICLE,Others,Others,0,1,1,
179,2014,jan,2014-01-01,Gujarat,AGRICULTURAL TRACTOR,Others,Others,1,1,1,
180,2014,jan,2014-01-01,Gujarat,AMBULANCE,Others,Others,0,1,1,0.3333333333333333
181,2014,jan,2014-01-01,Gujarat,ANIMAL AMBULANCE,Others,Others,0,1,1,0.3333333333333333
182,2014,jan,2014-01-01,Gujarat,BREAKDOWN VAN,Others,Others,0,1,1,0.0
183,2014,jan,2014-01-01,Gujarat,BUS,Bus,Bus,0,1,1,0.0
184,2014,jan,2014-01-01,Gujarat,CAMPER VAN / TRAILER (PRIVATE USE),Others,Others,0,1,1,0.0
185,2014,jan,2014-01-01,Gujarat,CASH VAN,Others,Others,0,1,1,0.0
186,2014,jan,2014-01-01,Gujarat,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,1,1,0.0
187,2014,jan,2014-01-01,Gujarat,CRANE MOUNTED VEHICLE,Others,Others,0,1,1,0.0
188,2014,jan,2014-01-01,Gujarat,EARTH MOVING EQUIPMENT,Others,Others,0,1,1,0.0
189,2014,jan,2014-01-01,Gujarat,EXCAVATOR (COMMERCIAL),Others,Others,0,1,1,0.0
190,2014,jan,2014-01-01,Gujarat,EXCAVATOR (NT),Others,Others,0,1,1,0.0
191,2014,jan,2014-01-01,Gujarat,FIRE FIGHTING VEHICLE,Others,Others,0,1,1,0.0
192,2014,jan,2014-01-01,Gujarat,FORK LIFT,Others,Others,1,1,1,0.3333333333333333
193,2014,jan,2014-01-01,Gujarat,GOODS CARRIER,Others,Others,0,1,1,0.3333333333333333
194,2014,jan,2014-01-01,Gujarat,HARVESTER,Others,Others,0,1,1,0.3333333333333333
195,2014,jan,2014-01-01,Gujarat,MAXI CAB,Others,Others,0,1,1,0.0
196,2014,jan,2014-01-01,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,14,1,1,4.666666666666667
197,2014,jan,2014-01-01,Gujarat,MOPED,2-Wheelers,2W_Personal,0,1,1,4.666666666666667
198,2014,jan,2014-01-01,Gujarat,MOTOR CAB,4-Wheelers,4W_Shared,0,1,1,4.666666666666667
199,2014,jan,2014-01-01,Gujarat,MOTOR CAR,4-Wheelers,4W_Personal,0,1,1,0.0
200,2014,jan,2014-01-01,Gujarat,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0,1,1,0.0
201,2014,jan,2014-01-01,Gujarat,OMNI BUS,Bus,Bus,0,1,1,0.0
202,2014,jan,2014-01-01,Gujarat,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,1,1,0.0
203,2014,jan,2014-01-01,Gujarat,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,1,1,0.0
204,2014,jan,2014-01-01,Gujarat,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,0,1,1,0.0
205,2014,jan,2014-01-01,Gujarat,TOW TRUCK,Others,Others,0,1,1,0.0
206,2014,jan,2014-01-01,Gujarat,TRACTOR (COMMERCIAL),Others,Others,0,1,1,0.0
207,2014,jan,2014-01-01,Gujarat,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0,1,1,0.0
208,2014,jan,2014-01-01,Gujarat,TRAILER (AGRICULTURAL),Others,Others,0,1,1,0.0
209,2014,jan,2014-01-01,Gujarat,TRAILER (COMMERCIAL),Others,Others,0,1,1,0.0
210,2014,jan,2014-01-01,Gujarat,VEHICLE FITTED WITH COMPRESSOR,Others,Others,0,1,1,0.0
211,2014,jan,2014-01-01,Gujarat,VEHICLE FITTED WITH RIG,Others,Others,0,1,1,0.0
212,2014,jan,2014-01-01,Himachal Pradesh,ADAPTED VEHICLE,Others,Others,0,1,1,
213,2014,jan,2014-01-01,Himachal Pradesh,AGRICULTURAL TRACTOR,Others,Others,0,1,1,
214,2014,jan,2014-01-01,Himachal Pradesh,AMBULANCE,Others,Others,0,1,1,0.0
215,2014,jan,2014-01-01,Himachal Pradesh,BUS,Bus,Bus,0,1,1,0.0
216,2014,jan,2014-01-01,Himachal Pradesh,EARTH MOVING EQUIPMENT,Others,Others,0,1,1,0.0
217,2014,jan,2014-01-01,Himachal Pradesh,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,1,1,0.0
218,2014,jan,2014-01-01,Himachal Pradesh,EXCAVATOR (NT),Others,Others,0,1,1,0.0
219,2014,jan,2014-01-01,Himachal Pradesh,GOODS CARRIER,Others,Others,0,1,1,0.0
220,2014,jan,2014-01-01,Himachal Pradesh,MAXI CAB,Others,Others,0,1,1,0.0
221,2014,jan,2014-01-01,Himachal Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,1,1,0.0
222,2014,jan,2014-01-01,Himachal Pradesh,MOPED,2-Wheelers,2W_Personal,0,1,1,0.0
223,2014,jan,2014-01-01,Himachal Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0,1,1,0.0
224,2014,jan,2014-01-01,Himachal Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,1,1,1,0.3333333333333333
225,2014,jan,2014-01-01,Himachal Pradesh,OMNI BUS,Bus,Bus,0,1,1,0.3333333333333333
226,2014,jan,2014-01-01,Himachal Pradesh,OMNI BUS (PRIVATE USE),Bus,Bus,0,1,1,0.3333333333333333
227,2014,jan,2014-01-01,Himachal Pradesh,PRIVATE SERVICE VEHICLE,Others,Others,0,1,1,0.0
228,2014,jan,2014-01-01,Himachal Pradesh,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0,1,1,0.0
229,2014,jan,2014-01-01,Himachal Pradesh,RECOVERY VEHICLE,Others,Others,0,1,1,0.0
230,2014,jan,2014-01-01,Himachal Pradesh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,1,1,0.0
231,2014,jan,2014-01-01,Himachal Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,1,1,0.0
232,2014,jan,2014-01-01,Himachal Pradesh,TRACTOR (COMMERCIAL),Others,Others,0,1,1,0.0
233,2014,jan,2014-01-01,Haryana,AGRICULTURAL TRACTOR,Others,Others,1,1,1,
234,2014,jan,2014-01-01,Haryana,AMBULANCE,Others,Others,0,1,1,
235,2014,jan,2014-01-01,Haryana,BULLDOZER,Others,Others,0,1,1,0.3333333333333333
236,2014,jan,2014-01-01,Haryana,BUS,Bus,Bus,0,1,1,0.0
237,2014,jan,2014-01-01,Haryana,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,1,1,0.0
238,2014,jan,2014-01-01,Haryana,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Others,Others,0,1,1,0.0
239,2014,jan,2014-01-01,Haryana,CRANE MOUNTED VEHICLE,Others,Others,0,1,1,0.0
240,2014,jan,2014-01-01,Haryana,EARTH MOVING EQUIPMENT,Others,Others,0,1,1,0.0
241,2014,jan,2014-01-01,Haryana,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,1,1,0.0
242,2014,jan,2014-01-01,Haryana,EXCAVATOR (NT),Others,Others,0,1,1,0.0
243,2014,jan,2014-01-01,Haryana,FORK LIFT,Others,Others,0,1,1,0.0
244,2014,jan,2014-01-01,Haryana,GOODS CARRIER,Others,Others,0,1,1,0.0
245,2014,jan,2014-01-01,Haryana,HARVESTER,Others,Others,0,1,1,0.0
246,2014,jan,2014-01-01,Haryana,HEARSES,Others,Others,0,1,1,0.0
247,2014,jan,2014-01-01,Haryana,MAXI CAB,Others,Others,0,1,1,0.0
248,2014,jan,2014-01-01,Haryana,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,1,1,0.0
249,2014,jan,2014-01-01,Haryana,MOPED,2-Wheelers,2W_Personal,0,1,1,0.0
250,2014,jan,2014-01-01,Haryana,MOTOR CAB,4-Wheelers,4W_Shared,0,1,1,0.0
251,2014,jan,2014-01-01,Haryana,MOTOR CAR,4-Wheelers,4W_Personal,1,1,1,0.3333333333333333
252,2014,jan,2014-01-01,Haryana,OMNI BUS,Bus,Bus,0,1,1,0.3333333333333333
253,2014,jan,2014-01-01,Haryana,RECOVERY VEHICLE,Others,Others,0,1,1,0.3333333333333333
